date_time,price_usd,srch_booking_window,srch_saturday_night_bool
3540022,2013-01-16 12:54:03,120.0,23,1
3541583,2013-03-21 21:51:07,112.0,9,1
3541704,2013-04-18 21:42:57,118.0,85,1
3541806,2013-03-05 00:09:09,230.0,17,1
3541893,2012-11-28 09:57:01,80.0,16,1
3542056,2013-04-10 16:31:52,60.0,82,0
3542541,2013-06-17 22:00:33,81.0,8,0
3547112,2012-11-15 19:13:06,136.0,1,1
3556461,2013-06-11 14:44:52,79.0,6,0
3556639,2013-04-09 19:56:31,168.0,25,1
3558969,2013-02-12 06:40:37,89.0,87,1
3559384,2013-06-16 19:57:18,114.0,55,1
3560521,2013-03-23 14:02:13,115.0,69,1
3569776,2013-01-25 17:10:47,73.0,4,0
3580198,2012-12-18 18:03:38,62.0,17,1
3580406,2013-04-29 18:45:39,68.0,41,0
3582521,2013-04-19 21:29:00,75.0,5,0
3589000,2013-02-25 20:33:01,131.0,5,1
3593909,2013-01-06 10:21:14,141.0,110,1
3594394,2012-12-23 13:02:15,66.0,2,0
3598474,2012-12-19 07:23:10,207.0,10,1
3604373,2012-11-12 17:07:10,46.0,9,0
3606715,2013-02-20 09:04:01,150.0,28,0
3609293,2013-05-04 20:23:52,140.0,16,0
3610858,2013-01-25 10:56:16,122.0,35,1
3613399,2012-12-05 09:40:32,141.0,3,1
3620375,2013-03-15 15:29:06,188.0,42,1
3620726,2012-12-30 06:46:22,60.0,31,0
3623937,2013-01-09 14:49:47,107.0,29,1
3624813,2012-11-18 19:49:31,80.0,4,1
3629286,2013-02-05 19:53:47,160.0,10,1
3629881,2013-03-14 13:56:25,66.0,18,0
3634992,2012-12-25 13:50:42,75.0,23,1
3643993,2013-03-11 01:54:18,123.0,2,0
3648660,2013-01-23 18:58:16,109.0,2,1
3652193,2013-05-23 17:27:47,188.0,1,1
3653097,2013-05-30 20:19:20,51.0,5,0
3661060,2013-04-05 20:59:40,135.0,7,1
3661362,2013-01-14 16:42:40,113.0,31,1
3661446,2012-12-26 23:44:54,61.0,8,1
3661507,2013-01-20 22:28:02,85.0,84,0
3667798,2013-02-12 18:20:11,102.0,10,1
3671322,2013-03-18 14:10:21,105.0,16,0
3672492,2013-06-15 13:27:00,324.0,14,1
3678523,2013-02-27 09:19:06,142.0,20,0
3678884,2012-12-22 13:45:41,75.0,1,0
3678944,2012-12-21 18:57:39,62.0,45,0
3682774,2013-06-22 21:18:56,119.0,85,0
3683751,2013-04-29 16:18:31,60.0,1,0
3690053,2013-03-18 18:44:35,183.0,2,0
3699102,2012-12-09 20:34:38,48.0,11,1
3702084,2013-04-14 12:50:41,154.0,67,0
3704085,2013-01-30 16:49:26,58.0,26,0
3707747,2013-06-02 23:01:31,149.0,33,1
3708679,2012-12-15 19:49:26,122.0,96,1
3710406,2013-06-12 20:11:34,209.0,3,1
3710915,2013-04-30 12:24:46,188.0,3,1
3718365,2012-12-14 11:42:17,54.0,20,1
3728218,2012-11-06 16:30:21,43.0,19,0
3732243,2013-03-11 20:55:33,132.0,12,1
3732737,2013-03-06 09:10:36,136.0,34,0
3733040,2012-12-26 16:56:19,66.0,1,1
3733407,2013-06-19 16:30:21,148.0,107,1
3735122,2013-02-23 19:06:25,62.0,30,0
3736847,2013-03-14 12:24:55,118.0,0,1
3739863,2012-12-20 08:31:10,251.0,17,0
3739894,2013-02-11 07:28:24,143.0,25,1
3740658,2013-05-28 17:41:12,127.0,10,1
3741954,2013-03-08 09:57:23,136.0,4,0
3750350,2013-04-11 22:39:29,150.0,50,1
3750398,2013-01-23 19:36:00,52.0,7,0
3752522,2013-06-02 23:19:37,146.0,55,1
3754940,2013-02-13 09:15:13,97.0,9,1
3760219,2013-04-03 20:43:04,205.0,3,1
3768451,2013-01-08 20:50:40,47.0,5,0
3770612,2013-01-23 21:18:16,129.0,16,1
3770695,2013-04-26 08:30:03,114.0,169,0
3775008,2013-02-18 20:46:25,62.0,7,0
3780613,2012-11-18 19:54:45,59.0,35,0
3782000,2013-05-10 17:25:07,106.0,0,1
3785054,2013-03-28 11:01:49,112.0,30,1
3786248,2013-06-20 21:13:44,54.0,11,0
3790441,2013-05-28 13:51:33,226.0,24,1
3791029,2013-03-04 09:59:51,225.0,18,1
3793459,2013-06-18 11:27:12,299.0,4,1
3795056,2013-05-03 23:34:04,89.0,64,1
3800163,2013-06-30 22:50:21,122.0,32,1
3804845,2013-02-07 19:01:11,201.0,58,1
3806424,2013-02-27 10:48:45,66.0,1,1
3807007,2012-11-10 15:06:27,78.0,34,1
3808845,2012-11-19 16:41:12,76.0,4,1
3808953,2013-03-25 20:20:42,95.0,5,1
3810454,2012-11-14 20:35:15,46.0,32,0
3812577,2013-04-04 12:22:03,96.0,7,1
3812710,2013-01-24 17:18:25,92.0,37,1
3813729,2012-11-13 11:08:38,160.0,4,1
3818641,2013-04-15 13:22:50,59.0,27,0
3823812,2013-03-31 10:19:43,68.0,22,0
3826376,2012-12-16 20:15:08,159.0,10,0
3826469,2013-05-07 20:48:57,100.0,37,1
3828481,2013-04-09 08:51:56,160.0,23,1
3833363,2013-02-13 13:40:38,202.24,3,1
3834489,2013-02-01 12:07:50,128.0,0,1
3835494,2013-02-03 09:26:14,90.0,2,0
3837533,2012-12-23 00:25:17,168.0,5,0
3839695,2013-05-22 18:24:29,71.0,116,0
3848617,2013-01-25 18:14:01,54.0,30,0
3859866,2012-12-07 02:20:09,131.0,1,1
3864560,2012-11-12 16:00:23,124.0,67,1
3868200,2012-11-30 14:02:22,70.0,35,1
3871489,2013-05-27 20:11:39,51.0,8,0
3877126,2012-11-05 16:49:35,96.0,72,0
3879809,2013-06-21 06:59:19,199.0,0,1
3883114,2012-11-09 01:09:36,160.0,8,1
3885979,2012-12-21 15:05:46,81.0,6,1
3888941,2013-01-01 10:29:26,80.0,84,0
3891648,2013-06-10 17:09:39,69.0,14,0
3891857,2012-12-09 16:33:48,83.0,14,0
3902342,2012-12-04 07:43:26,75.0,43,0
3903050,2013-01-04 11:46:12,44.0,9,0
3903807,2013-05-23 12:35:57,156.0,86,1
3904280,2012-12-04 23:06:27,75.0,18,1
3905603,2013-01-08 07:55:32,129.0,38,1
3905784,2013-04-22 22:04:39,62.0,64,0
3908982,2013-02-01 18:14:24,97.0,55,1
3912671,2013-06-04 17:22:23,63.0,7,0
3914315,2013-04-14 21:14:50,50.0,2,0
3915101,2012-12-12 10:02:38,56.0,7,0
3923638,2013-03-15 23:57:27,154.0,48,1
3926524,2012-11-23 10:34:49,44.0,31,0
3933126,2012-11-09 21:41:41,173.0,1,1
3933340,2013-05-06 13:58:07,118.0,59,1
3939800,2013-01-30 19:04:45,84.0,46,0
3940594,2013-05-08 15:58:42,138.0,0,0
3942252,2013-03-21 09:55:24,149.0,42,1
3945840,2012-11-01 02:48:30,84.0,19,0
3946127,2013-03-15 14:49:34,136.0,92,1
3949294,2013-05-01 18:21:48,186.0,10,1
3951646,2013-03-06 17:43:37,118.0,5,0
3955634,2013-04-23 12:15:07,148.0,26,0
3958611,2012-12-07 07:10:56,66.0,16,0
3959163,2013-04-24 21:24:36,86.0,15,1
3959971,2013-05-05 08:13:30,106.0,69,1
3960091,2013-03-17 14:24:55,200.0,3,0
3960865,2013-01-18 05:47:59,112.0,7,1
3963197,2013-01-12 18:28:00,80.0,4,0
3963721,2013-01-21 14:39:27,48.0,0,0
3965679,2013-01-03 10:52:20,68.0,0,1
3970874,2013-05-20 08:03:21,72.0,2,0
3981941,2012-12-20 06:00:15,70.0,1,1
3982113,2012-12-01 22:18:55,75.0,21,1
3982359,2012-11-01 12:00:58,47.0,38,0
3992608,2012-11-15 20:41:01,72.0,28,1
3994365,2012-12-18 23:34:58,70.0,8,0
3996775,2013-02-07 23:41:11,66.0,24,0
4000024,2013-03-21 10:59:25,53.0,67,0
4002961,2013-03-19 11:23:06,185.0,31,1
4006114,2013-02-27 10:05:07,103.0,42,0
4013057,2013-02-26 05:27:41,59.0,0,0
4015172,2013-03-04 21:35:20,130.0,10,1
4024939,2013-05-22 10:49:11,110.0,17,1
4025779,2012-11-15 14:02:33,83.0,29,1
4030637,2013-03-12 15:20:15,90.0,1,0
4037790,2013-01-07 10:33:01,55.0,7,0
4044824,2013-01-16 13:16:36,158.0,2,1
4047948,2013-05-20 21:24:22,62.0,55,0
4048399,2013-01-08 08:59:22,49.0,20,0
4051624,2012-12-20 13:03:22,172.0,11,0
4057272,2013-04-24 15:07:58,132.0,114,1
4062567,2013-01-07 12:11:13,123.0,11,1
4063417,2013-01-01 20:20:08,56.0,57,0
4065655,2013-05-14 21:20:47,156.0,3,1
4074588,2013-04-11 22:02:48,123.0,21,1
4078623,2012-11-07 22:09:38,47.0,35,0
4079028,2012-12-10 14:06:52,81.0,58,0
4081557,2013-03-22 19:52:38,143.0,43,1
4086482,2013-01-18 13:11:18,96.0,195,1
4096865,2012-12-28 12:51:15,110.0,1,1
4099017,2013-06-20 01:41:31,56.0,182,1
4100594,2013-06-18 22:37:31,69.0,27,0
4101952,2012-12-21 03:47:16,66.0,14,1
4102993,2013-06-05 00:15:57,111.0,2,1
4104523,2013-01-17 16:31:27,75.0,60,0
4104820,2013-01-29 18:25:54,58.95,1,0
4107315,2013-02-04 13:34:19,122.0,15,0
4108158,2013-02-12 14:33:17,61.0,47,0
4108190,2013-05-09 11:49:15,84.0,102,0
4115915,2013-04-28 13:25:28,138.0,47,1
4117795,2013-02-25 21:25:39,90.0,210,0
4117896,2013-06-19 01:02:07,89.0,0,0
4120587,2012-11-24 12:12:27,122.0,14,1
4122597,2012-12-02 21:35:38,163.0,103,1
4126758,2013-03-03 14:07:15,134.0,10,0
4135255,2013-06-21 13:08:28,189.0,13,1
4140135,2012-12-12 14:50:08,91.0,197,1
4142978,2013-03-30 14:22:20,50.0,1,0
4149600,2012-12-23 21:44:27,76.0,3,0
4149702,2013-01-28 09:15:58,73.0,7,0
4153332,2013-05-30 16:48:55,139.0,57,1
4157326,2013-05-24 21:33:26,154.0,15,1
4159698,2013-02-27 23:28:50,122.0,2,1
4172341,2013-01-13 21:28:40,101.0,40,1
4172986,2013-01-29 07:50:02,52.0,28,0
4176841,2013-03-22 19:23:31,72.0,73,0
4179131,2012-11-02 09:47:27,153.0,7,1
4180000,2013-06-20 11:52:00,59.0,10,0
4187171,2013-05-31 03:48:04,53.29,2,0
4189909,2013-01-21 13:44:54,166.0,11,1
4194957,2013-05-19 14:58:57,133.0,39,1
4195813,2013-05-22 21:19:14,56.0,63,0
4196745,2013-06-04 21:51:20,228.0,4,1
4202510,2013-01-02 10:51:49,62.0,24,1
4206155,2013-01-28 18:03:20,77.0,30,0
4207986,2013-05-03 15:26:52,128.0,12,0
4216987,2013-01-20 10:38:45,97.0,165,1
4218796,2013-04-12 20:06:06,130.0,19,0
4234494,2012-12-05 08:03:43,59.0,19,0
4235438,2012-12-04 21:32:30,66.0,32,1
4236513,2013-01-12 19:58:53,113.0,69,1
4246429,2013-01-07 13:03:29,145.0,32,1
4248151,2012-11-07 20:11:42,59.0,17,1
4248532,2013-06-04 16:47:04,121.0,10,1
4251117,2012-11-03 15:42:14,111.0,27,1
4253567,2013-02-05 21:02:27,62.0,48,0
4256625,2012-12-17 16:52:56,308.0,21,0
4271542,2013-04-22 22:58:00,118.0,32,0
4273044,2013-06-07 15:15:11,102.0,29,1
4277928,2013-06-07 15:17:29,60.0,38,0
4284935,2013-04-15 18:45:36,81.0,13,0
4285729,2013-04-05 14:32:36,66.0,62,1
4291257,2013-01-24 23:43:54,52.0,19,0
4295220,2012-12-10 11:27:18,71.0,16,0
4302009,2012-11-29 18:21:44,67.0,23,1
4303964,2012-11-04 17:33:06,210.0,6,1
4307771,2013-05-16 07:47:57,141.0,64,1
4308902,2013-06-18 13:24:20,84.0,9,1
4324233,2013-05-04 14:32:42,158.0,188,1
4330183,2013-05-30 17:10:48,47.0,87,0
4339443,2013-03-25 13:31:13,139.0,4,1
4339799,2013-01-21 06:23:22,150.0,18,1
4344936,2013-03-18 23:18:42,87.0,57,0
4345935,2013-02-27 15:22:33,87.0,84,0
4348587,2013-03-18 07:08:59,130.0,0,0
4350733,2013-05-27 11:04:52,137.0,47,1
4351206,2013-03-10 10:27:32,130.0,118,1
4360226,2012-12-26 15:38:02,75.0,167,0
4364624,2012-12-20 16:18:14,68.0,3,0
4366786,2013-03-10 16:32:09,156.0,5,1
4375473,2012-11-26 21:26:14,151.0,158,1
4376455,2013-03-21 09:38:18,159.0,19,0
4388558,2013-05-29 11:15:06,114.0,9,1
4388954,2012-11-27 17:07:03,271.0,33,0
4395695,2013-04-12 10:40:13,133.0,68,0
4396381,2013-02-06 16:35:52,98.0,73,1
4401344,2013-04-08 19:57:31,201.0,4,1
4418866,2013-05-02 11:56:00,113.0,170,1
4419687,2013-01-12 18:11:33,66.0,25,0
4421974,2013-06-16 10:43:33,69.0,8,0
4423108,2012-12-20 14:13:58,55.0,32,0
4424053,2013-02-19 12:48:49,103.0,1,0
4431194,2013-03-02 07:05:07,136.0,6,1
4434146,2013-04-09 12:56:02,109.0,30,1
4434820,2013-03-14 05:07:01,70.0,153,0
4436733,2013-01-15 12:59:29,102.0,135,1
4438962,2013-02-15 19:52:21,123.0,84,1
4439952,2013-04-17 13:49:56,82.0,56,0
4440123,2013-01-30 17:53:00,56.0,29,1
4446597,2013-06-11 19:19:14,92.0,68,0
4447060,2012-11-16 23:53:48,61.0,4,0
4452376,2013-01-02 14:02:53,82.0,8,1
4457918,2012-12-31 14:49:50,73.0,4,1
4460803,2013-02-04 13:25:07,84.0,24,1
4460881,2013-01-17 12:01:19,88.0,8,1
4462820,2013-01-20 04:43:16,98.0,40,1
4468215,2012-12-08 22:11:33,66.0,27,1
4481052,2012-12-21 19:56:09,106.0,7,1
4488265,2013-04-06 10:53:20,125.0,168,1
4496246,2013-05-02 15:00:47,190.0,2,1
4496401,2013-05-08 13:12:08,73.0,40,0
4499763,2012-12-13 00:30:55,52.0,0,1
4504427,2012-11-18 10:51:32,96.0,39,1
4508912,2013-01-20 16:18:18,108.0,5,1
4509777,2012-12-27 12:09:13,94.0,29,1
4511608,2012-11-05 12:39:25,126.0,6,0
4514174,2013-06-21 09:00:47,69.0,3,0
4517579,2012-12-09 12:07:55,70.0,63,0
4520292,2013-05-13 18:35:46,115.0,116,1
4529816,2012-12-21 08:35:10,64.0,101,0
4530038,2013-02-02 11:02:33,52.0,165,0
4535674,2013-03-07 08:57:49,66.0,0,1
4536147,2012-12-14 09:24:31,58.0,20,1
4537310,2013-03-30 15:05:17,210.0,56,1
4539686,2013-03-04 10:22:19,225.0,18,1
4540618,2013-04-03 13:15:02,77.0,38,1
4541544,2012-12-27 15:35:48,74.0,93,0
4543077,2012-12-28 11:38:50,125.0,0,1
4544759,2012-12-04 19:08:39,43.0,7,0
4545054,2012-11-15 17:45:55,72.0,28,1
4545958,2012-12-28 04:55:16,161.0,154,1
4547512,2013-04-22 09:52:25,144.0,5,1
4560580,2013-01-15 08:21:46,55.0,14,0
4560927,2012-12-21 22:16:28,70.0,2,0
4561880,2013-06-29 07:15:50,90.0,28,1
4564443,2013-03-04 15:24:39,101.0,14,0
4567783,2013-05-20 09:30:55,115.0,17,1
4568905,2013-01-05 09:40:33,75.0,120,0
4570256,2013-01-10 20:48:44,126.0,36,1
4570564,2013-03-17 23:47:13,250.0,5,1
4570822,2013-01-02 14:18:18,52.0,13,0
4571561,2013-05-15 10:11:52,143.0,30,1
4575351,2012-12-05 23:13:45,183.0,23,0
4576435,2012-11-09 06:40:45,126.0,0,1
4576808,2012-11-21 14:21:44,203.0,37,1
4578861,2013-01-06 10:45:55,138.0,40,1
4580357,2012-11-28 15:15:12,196.0,30,1
4604163,2013-05-20 10:34:56,140.0,18,1
4606148,2012-12-24 00:10:56,76.0,2,0
4607759,2013-02-18 17:12:08,62.0,6,0
4610781,2013-01-10 10:22:38,105.0,44,1
4611451,2013-06-12 19:55:12,56.0,157,1
4615776,2013-03-25 18:24:20,146.0,4,1
4616794,2013-06-10 17:40:32,266.0,11,1
4626459,2013-04-10 14:05:43,170.0,37,1
4632655,2013-04-26 21:11:17,115.0,41,1
4635963,2012-11-23 22:01:55,46.0,27,0
4646289,2012-12-28 22:52:32,146.0,83,1
4649053,2012-12-22 22:40:49,218.0,9,0
4651389,2013-02-27 18:33:47,72.0,4,0
4652557,2012-12-17 10:47:39,62.0,73,1
4658384,2013-03-04 16:45:47,208.0,32,1
4658498,2013-01-09 19:27:16,90.0,66,0
4661943,2013-02-19 22:13:47,134.0,10,1
4663515,2013-02-15 06:54:47,180.0,3,0
4664618,2012-11-13 16:16:02,105.0,9,1
4665009,2013-03-26 09:07:24,59.0,5,0
4665181,2013-06-28 11:45:32,104.0,15,1
4670416,2013-01-06 14:09:37,106.0,12,1
4671971,2013-05-30 15:50:22,76.0,20,0
4679150,2013-04-07 20:41:32,156.0,3,0
4679262,2012-12-07 14:01:16,66.0,16,0
4679729,2013-03-14 08:04:25,100.0,3,0
4681940,2012-11-27 23:02:32,51.0,37,1
4683668,2013-06-11 16:29:21,162.0,18,1
4684866,2012-11-27 15:35:41,163.0,4,1
4685279,2013-06-08 13:22:19,198.0,12,1
4685662,2013-06-21 20:35:13,107.0,9,0
4689994,2013-02-22 12:24:11,94.0,0,1
4694266,2013-03-27 20:06:28,188.0,23,1
4697465,2013-02-14 21:36:53,66.0,0,1
4698175,2013-01-09 20:08:55,66.0,1,1
4699053,2013-02-07 12:10:20,167.0,8,1
4702295,2013-04-16 17:51:54,153.0,18,1
4703753,2013-04-29 21:38:58,133.0,12,1
4705826,2012-12-09 13:35:39,78.0,13,1
4711793,2013-05-25 19:26:53,58.0,36,0
4712664,2012-12-02 16:28:23,58.0,17,0
4718655,2013-05-16 14:21:46,67.0,115,0
4719486,2013-05-28 18:18:34,77.0,183,0
4722648,2013-03-03 15:51:05,113.0,48,1
4729224,2013-02-10 21:43:59,53.0,2,0
4730989,2013-03-14 07:43:52,146.0,1,1
4736182,2013-02-14 14:52:09,109.0,197,1
4737202,2013-06-05 23:52:07,80.0,1,1
4745291,2013-01-10 22:00:59,130.0,71,1
4746972,2013-04-22 05:41:08,111.0,18,1
4754339,2013-05-04 18:23:17,210.0,13,1
4754704,2013-05-10 16:46:24,106.0,0,1
4754985,2012-12-18 16:36:28,84.0,89,0
4755331,2013-02-12 10:04:51,349.0,38,1
4760677,2013-01-29 22:28:27,120.0,24,1
4762766,2013-03-08 11:20:00,107.0,15,0
4768974,2013-06-01 18:21:07,87.0,136,0
4773297,2012-12-22 14:49:13,43.0,11,0
4774097,2012-12-25 17:45:53,273.0,5,0
4780202,2013-06-20 16:04:57,126.0,49,1
4780874,2013-06-21 12:09:16,64.0,30,0
4783920,2013-05-01 18:55:00,136.0,4,0
4784355,2012-11-22 15:27:26,68.0,16,1
4785531,2012-11-12 14:36:45,46.0,8,0
4788433,2012-12-25 13:52:14,205.0,5,0
4790889,2013-04-13 14:34:27,128.0,21,1
4792044,2013-01-24 12:51:11,54.0,33,0
4793049,2013-05-30 20:08:57,74.0,19,0
4793082,2013-01-07 21:07:18,66.0,13,0
4797024,2013-04-29 03:38:07,60.0,0,0
4806718,2013-01-07 08:01:47,50.0,14,0
4813830,2013-03-22 22:09:57,47.0,66,0
4815410,2013-01-31 14:48:34,118.0,7,1
4823381,2012-12-27 10:30:50,58.0,6,0
4824305,2013-04-24 18:58:20,106.0,28,0
4825762,2013-03-06 15:32:45,180.0,79,1
4827146,2012-11-15 18:50:52,46.0,4,0
4827387,2013-05-19 14:08:57,128.0,19,1
4832817,2013-04-05 08:48:48,201.0,7,1
4842106,2013-04-24 04:04:51,146.0,16,1
4853651,2013-01-14 22:02:42,131.0,4,1
4867181,2013-05-23 18:20:44,116.0,78,1
4873195,2012-12-18 15:34:16,141.0,20,0
4877921,2012-11-06 14:06:56,155.0,4,1
4879200,2013-06-17 15:27:04,154.0,16,0
4886355,2013-04-25 07:46:37,218.0,9,1
4892933,2012-12-11 21:57:24,39.0,6,0
4899081,2013-01-24 17:29:39,52.0,18,0
4904496,2012-11-29 19:01:02,76.0,27,0
4905661,2012-12-02 20:16:15,68.0,30,0
4912013,2013-04-19 17:12:34,211.0,6,1
4916394,2013-06-17 12:37:17,154.0,25,1
4917053,2013-04-16 19:33:23,70.0,61,0
4934021,2013-01-24 14:54:03,118.0,64,1
4935989,2013-02-11 19:01:26,87.0,86,0
4938537,2013-02-21 13:23:13,81.0,76,0
4944429,2013-06-20 12:59:32,71.0,52,0
4944699,2012-12-11 14:00:05,72.0,3,1
4947549,2013-02-15 14:43:38,113.0,90,1
4950075,2013-01-28 11:20:17,97.0,3,1
4950894,2013-05-05 22:01:43,133.0,40,1
4952309,2013-03-04 19:14:21,80.0,71,0
4956386,2012-11-30 14:24:40,62.0,34,1
4965536,2013-04-15 01:18:10,99.0,1,0
4965929,2013-06-18 12:31:23,138.0,31,1
4970379,2013-06-15 14:08:43,109.0,17,0
4970546,2013-06-11 21:08:28,111.0,79,1
4973501,2013-05-09 12:16:26,98.0,84,1
4982433,2013-03-07 08:08:56,96.0,3,0
4984964,2012-12-19 06:32:35,64.0,67,0
4988320,2013-06-07 09:28:06,242.0,1,1
4989965,2013-06-16 12:24:12,78.0,20,1
4991166,2013-04-18 17:47:12,76.0,5,0
4991606,2013-05-07 15:20:04,70.0,5,0
4997810,2013-06-19 16:29:42,38.0,69,0
5004619,2013-03-26 09:01:27,90.0,55,0
5013330,2013-04-16 19:48:10,47.0,17,1
5016518,2013-01-27 18:44:05,94.0,1,0
5022688,2013-05-28 11:54:10,47.0,92,0
5034008,2012-12-10 00:16:07,39.0,9,0
5039420,2013-03-09 15:43:56,106.0,5,1
5040823,2013-04-30 10:39:30,95.0,44,0
5046526,2012-12-26 13:00:46,66.0,6,0
5053744,2013-05-11 13:28:03,160.0,20,1
5060247,2013-02-14 15:26:14,122.0,3,0
5060296,2013-06-24 18:03:46,82.0,1,0
5063855,2013-01-09 18:44:11,66.0,1,1
5068924,2013-06-10 09:51:40,281.0,95,1
5070766,2013-05-03 21:34:36,145.0,2,0
5072884,2012-11-08 10:26:19,231.0,53,0
5074747,2013-02-14 11:05:25,109.0,84,1
5080529,2013-05-02 17:40:51,113.0,0,1
5088591,2012-12-29 17:32:50,192.0,2,0
5091275,2013-05-10 17:48:59,66.0,23,0
5101461,2013-06-11 16:07:45,80.0,121,1
5101608,2013-03-26 23:05:19,62.0,71,0
5104211,2013-03-18 20:34:32,146.0,67,1
5106236,2012-11-23 17:47:38,55.0,1,1
5107322,2012-12-12 22:57:17,106.0,44,1
5111752,2012-12-23 12:01:05,75.0,0,0
5112201,2013-04-30 14:16:07,188.0,31,1
5116880,2013-03-11 18:28:02,166.0,32,1
5117149,2013-04-07 08:01:39,94.0,28,0
5126538,2013-02-10 09:41:10,58.0,276,0
5126576,2013-06-13 22:35:49,110.0,30,1
5127384,2013-06-02 14:00:42,133.0,11,1
5127994,2013-05-24 10:40:56,51.0,3,0
5128819,2013-03-17 12:29:47,320.0,34,1
5129728,2013-01-08 22:00:59,101.0,45,1
5131240,2013-06-25 15:22:05,177.0,10,1
5133331,2012-11-07 19:05:06,159.0,3,1
5137599,2013-03-20 13:15:33,66.0,40,0
5139071,2013-04-19 07:22:19,116.0,30,0
5145302,2012-11-30 17:57:45,150.0,1,1
5145699,2012-11-07 13:22:50,131.0,23,1
5150730,2013-02-07 22:20:56,110.0,15,1
5151114,2013-02-17 11:07:18,56.0,114,0
5151467,2012-11-17 13:45:24,55.0,1,0
5152013,2013-06-25 08:59:31,201.0,94,1
5164445,2013-02-23 20:39:13,154.0,40,1
5166063,2012-11-16 18:25:28,73.0,40,0
5168130,2013-01-01 12:38:46,121.0,17,1
5178274,2013-01-14 16:45:04,113.0,31,1
5179109,2013-03-06 12:50:12,60.0,168,0
5179523,2013-05-28 09:02:55,80.0,70,0
5184512,2012-11-23 18:18:00,55.0,1,1
5185396,2013-02-25 20:16:20,71.0,77,0
5187441,2012-11-26 09:09:01,87.0,4,0
5188335,2013-01-15 07:46:50,109.0,67,1
5190471,2013-03-01 14:53:55,66.0,24,0
5192915,2013-05-02 14:35:30,132.0,18,0
5193356,2013-02-24 11:35:49,82.0,8,0
5201871,2012-11-06 11:50:05,76.0,8,0
5202098,2013-05-03 13:03:09,67.0,37,0
5208679,2012-12-13 03:36:50,71.0,10,0
5211028,2013-04-16 12:29:23,47.0,41,0
5220584,2013-02-12 09:10:46,81.0,43,0
5222875,2013-05-17 11:18:09,72.0,122,0
5226265,2012-11-09 18:02:07,67.0,35,1
5227959,2013-05-09 10:56:42,107.0,4,0
5232745,2013-05-03 19:27:32,90.0,19,0
5236985,2013-03-05 08:58:18,72.0,103,0
5240266,2012-11-10 06:45:14,133.0,2,0
5243754,2013-04-30 20:57:03,163.0,10,1
5246602,2013-01-17 21:19:46,198.0,30,1
5247215,2012-12-20 13:33:36,52.0,34,0
5247784,2013-02-25 15:48:16,90.0,52,1
5250388,2012-11-30 21:55:48,128.0,175,1
5252389,2013-04-01 16:59:49,60.0,15,0
5252422,2012-11-14 11:59:07,54.0,26,0
5255801,2012-12-11 09:04:07,311.0,19,0
5257418,2012-11-01 09:11:03,76.0,56,1
5258840,2013-02-09 07:07:41,49.0,2,0
5260937,2013-05-17 10:00:22,106.0,90,1
5260999,2012-11-02 10:34:31,120.0,7,1
5261606,2013-03-09 13:53:49,105.0,1,0
5262638,2013-06-27 09:11:52,164.0,29,1
5264761,2013-02-20 09:43:07,62.0,4,0
5264904,2013-06-22 09:29:20,99.0,152,1
5269359,2013-03-23 14:57:03,75.0,197,0
5271372,2013-02-10 19:31:39,91.0,11,1
5273306,2012-12-15 13:52:45,39.0,2,0
5284724,2013-03-09 12:56:56,100.0,8,0
5289795,2012-12-10 16:15:48,89.0,73,0
5294982,2012-11-18 08:00:16,50.0,185,0
5300743,2012-12-29 10:06:03,80.0,92,0
5302932,2013-04-20 16:29:11,47.0,137,0
5304981,2012-12-03 21:48:33,84.0,19,1
5306959,2013-03-24 15:29:42,71.0,9,0
5310063,2013-03-03 09:33:54,112.0,8,0
5315293,2013-01-15 19:59:46,142.0,156,1
5317384,2013-06-27 15:02:52,115.0,29,1
5320399,2013-01-08 11:43:25,123.0,58,1
5328064,2013-06-14 10:41:29,99.0,43,1
5328424,2013-02-10 21:43:51,162.0,26,1
5330180,2013-06-12 21:14:05,132.0,15,1
5348863,2013-02-05 19:41:19,104.0,72,1
5352588,2013-02-09 06:36:59,49.0,3,0
5353607,2012-11-30 19:20:07,60.0,2,0
5355207,2013-06-28 11:36:26,177.0,7,1
5361418,2012-12-11 09:26:07,64.0,13,0
5363785,2013-05-19 10:30:32,111.0,45,0
5365193,2013-06-03 12:51:01,67.0,7,0
5370543,2013-04-15 19:43:06,77.0,106,0
5371988,2013-02-07 14:06:35,118.0,37,1
5374505,2013-04-16 07:34:22,47.0,0,0
5375680,2013-03-09 18:01:34,106.0,5,1
5377506,2013-02-08 05:37:37,89.0,69,0
5386444,2013-06-15 15:09:19,172.0,20,1
5388112,2013-03-15 09:43:46,146.0,0,1
5390056,2012-11-13 22:27:38,118.0,10,1
5390887,2013-05-08 15:15:35,123.0,6,0
5395766,2012-11-17 13:42:38,63.0,33,1
5398945,2013-05-17 14:12:01,74.0,31,0
5400794,2013-02-05 08:12:56,64.0,55,0
5401224,2013-01-18 11:49:11,75.0,17,0
5402108,2013-06-18 09:10:35,96.0,30,1
5404805,2013-02-26 12:40:50,76.0,48,0
5408880,2013-03-19 17:52:43,86.0,62,0
5409291,2013-05-24 18:00:45,110.0,15,1
5414433,2013-01-11 10:30:45,44.0,48,1
5420067,2013-05-17 12:00:23,152.0,1,0
5420756,2013-02-26 19:12:26,62.0,0,0
