show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,full_text,clean_text
s473,TV Show,Ridley Jones,,"Iara Nemirovsky, Laraine Newman, David Errigo Jr, Tyler Shamy, Ezra Menas, Ashlyn Madden, Sutton Foster",United States,"July 13, 2021",2021,TV-Y,1 Season,Kids' TV,Curious kid Ridley and her friends protect the Museum of Natural History’s treasures and keep its magical secret safe: Everything comes alive at night!,"TV Show. Ridley Jones. nan. Iara Nemirovsky, Laraine Newman, David Errigo Jr, Tyler Shamy, Ezra Menas, Ashlyn Madden, Sutton Foster. United States. July 13, 2021. 1 Season. 1 Season. Kids' TV. Curious kid Ridley and her friends protect the Museum of Natural History’s treasures and keep its magical secret safe: Everything comes alive at night!",tv show ridley jones iara nemirovsky laraine newman david errigo jr tyler shamy ezra menas ashlyn madden sutton foster united states july season season kids tv curious kid ridley friend protect museum natural history treasure keep magical secret safe everything come alive night
s474,Movie,Born to Play,Viridiana Lieberman,,United States,"July 12, 2021",2020,TV-MA,93 min,"Documentaries, Sports Movies","This documentary follows the Boston Renegades — an all-woman, tackle football team — as they risk their time, families and day jobs for the game.","Movie. Born to Play. Viridiana Lieberman. nan. United States. July 12, 2021. 93 min. 93 min. Documentaries, Sports Movies. This documentary follows the Boston Renegades — an all-woman, tackle football team — as they risk their time, families and day jobs for the game.",movie bear play viridiana lieberman united states july min min documentary sport movie documentary follow boston renegade woman tackle football team risk time family day job game
s475,Movie,American Ultra,Nima Nourizadeh,"Jesse Eisenberg, Kristen Stewart, Topher Grace, Connie Britton, Walton Goggins, John Leguizamo, Bill Pullman, Tony Hale, Lavell Crawford, Stuart Greer","United States, Switzerland","July 10, 2021",2015,R,96 min,"Action & Adventure, Comedies","He's just a weed fiend going nowhere, or so he thinks. When the CIA tries to eliminate him, his long-dormant superspy training comes roaring back.","Movie. American Ultra. Nima Nourizadeh. Jesse Eisenberg, Kristen Stewart, Topher Grace, Connie Britton, Walton Goggins, John Leguizamo, Bill Pullman, Tony Hale, Lavell Crawford, Stuart Greer. United States, Switzerland. July 10, 2021. 96 min. 96 min. Action & Adventure, Comedies. He's just a weed fiend going nowhere, or so he thinks. When the CIA tries to eliminate him, his long-dormant superspy training comes roaring back.",movie american ultra nima nourizadeh jesse eisenberg kristen stewart topher grace connie britton walton goggins john leguizamo bill pullman tony hale lavell crawford stuart greer united states switzerland july min min action adventure comedy weed fiend go nowhere think cia try eliminate long dormant superspy training come roar back
s476,Movie,The Stand-Up,Daniel Růžička,"Iva Pazderková, Lukáš Pavlásek, Daniel Čech, Petr Cerha, Ondřej Havlík, Radek Petráš, Zbyněk Vičar, Pavel Tomeš, Nela Berg",,"July 10, 2021",2019,TV-MA,93 min,Stand-Up Comedy,Members of the comedy group Na Stojáka take the stage and the mic by storm for a special night of stand-up comedy.,"Movie. The Stand-Up. Daniel Růžička. Iva Pazderková, Lukáš Pavlásek, Daniel Čech, Petr Cerha, Ondřej Havlík, Radek Petráš, Zbyněk Vičar, Pavel Tomeš, Nela Berg. nan. July 10, 2021. 93 min. 93 min. Stand-Up Comedy. Members of the comedy group Na Stojáka take the stage and the mic by storm for a special night of stand-up comedy.",movie stand daniel ruzicka iva pazderkova lukas pavlasek daniel cech petr cerha ondrej havlik radek petras zbynek vicar pavel tome nela berg july min min stand comedy member comedy group na stojaka take stage mic storm special night stand comedy
s477,Movie,The Tour,Juraj Šajmovič,"Miloš Knor, Lukáš Pavlásek, Tomáš Matonoha, Ester Kočičková, Michal Kavalčík, Richard Nedvěd",,"July 10, 2021",2016,TV-MA,93 min,"Comedies, Documentaries, International Movies","Miloš Knor brings comedians Lukáš Pavlásek, Tomáš Matonoha, Ester Kočičková, Michal Kavalčík and Richard Nedvěd on a tour around the Czech Republic.","Movie. The Tour. Juraj Šajmovič. Miloš Knor, Lukáš Pavlásek, Tomáš Matonoha, Ester Kočičková, Michal Kavalčík, Richard Nedvěd. nan. July 10, 2021. 93 min. 93 min. Comedies, Documentaries, International Movies. Miloš Knor brings comedians Lukáš Pavlásek, Tomáš Matonoha, Ester Kočičková, Michal Kavalčík and Richard Nedvěd on a tour around the Czech Republic.",movie tour juraj sajmovic milos knor lukas pavlasek toma matonoha ester kocickova michal kavalcik richard nedve july min min comedy documentary international movie milos knor bring comedians lukas pavlasek tomas matonoha ester kocickova michal kavalcik richard nedve tour around czech republic
s478,TV Show,Atypical,,"Jennifer Jason Leigh, Keir Gilchrist, Michael Rapaport, Brigette Lundy-Paine, Amy Okuda, Jenna Boyd, Graham Rogers, Nik Dodani",United States,"July 9, 2021",2021,TV-14,4 Seasons,"TV Comedies, TV Dramas, Teen TV Shows","When a teen on the autism spectrum decides to get a girlfriend, his bid for more independence puts his whole family on a path of self-discovery.","TV Show. Atypical. nan. Jennifer Jason Leigh, Keir Gilchrist, Michael Rapaport, Brigette Lundy-Paine, Amy Okuda, Jenna Boyd, Graham Rogers, Nik Dodani. United States. July 9, 2021. 4 Seasons. 4 Seasons. TV Comedies, TV Dramas, Teen TV Shows. When a teen on the autism spectrum decides to get a girlfriend, his bid for more independence puts his whole family on a path of self-discovery.",tv show atypical jennifer jason leigh keir gilchrist michael rapaport brigette lundy paine amy okuda jenna boyd graham rogers nik dodani united states july season season tv comedy tv drama teen tv show teen autism spectrum decide get girlfriend bid independence put whole family path self discovery
s479,TV Show,Biohackers,,"Luna Wedler, Jessica Schwarz, Adrian Julius Tillmann, Thomas Prenn, Jing Xiang, Caro Cult, Sebastian Jakob Doppelbauer",Germany,"July 9, 2021",2021,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",A medical student enters a top German university on a secret mission to uncover a conspiracy linking a family tragedy to a visionary biology professor.,"TV Show. Biohackers. nan. Luna Wedler, Jessica Schwarz, Adrian Julius Tillmann, Thomas Prenn, Jing Xiang, Caro Cult, Sebastian Jakob Doppelbauer. Germany. July 9, 2021. 2 Seasons. 2 Seasons. International TV Shows, TV Dramas, TV Sci-Fi & Fantasy. A medical student enters a top German university on a secret mission to uncover a conspiracy linking a family tragedy to a visionary biology professor.",tv show biohacker luna wedler jessica schwarz adrian julius tillmann thomas prenn je xiang caro cult sebastian jakob doppelbauer germany july season season international tv show tv drama tv sci fi fantasy medical student enter top german university secret mission uncover conspiracy link family tragedy visionary biology professor
s480,Movie,Fear Street Part 2: 1978,Leigh Janiak,"Sadie Sink, Emily Rudd, Ryan Simpkins, McCabe Slye, Ted Sutherland, Jordana Spiro, Gillian Jacobs, Kiana Madeira, Benjamin Flores Jr., Ashley Zukerman, Olivia Scott Welch, Chiara Aurelia, Jordyn DiNatale",,"July 9, 2021",2021,R,111 min,Horror Movies,"In the cursed town of Shadyside, a killer's murder spree terrorizes Camp Nightwing and turns a summer of fun into a gruesome fight for survival.","Movie. Fear Street Part 2: 1978. Leigh Janiak. Sadie Sink, Emily Rudd, Ryan Simpkins, McCabe Slye, Ted Sutherland, Jordana Spiro, Gillian Jacobs, Kiana Madeira, Benjamin Flores Jr., Ashley Zukerman, Olivia Scott Welch, Chiara Aurelia, Jordyn DiNatale. nan. July 9, 2021. 111 min. 111 min. Horror Movies. In the cursed town of Shadyside, a killer's murder spree terrorizes Camp Nightwing and turns a summer of fun into a gruesome fight for survival.",movie fear street part leigh janiak sadie sink emily rudd ryan simpkin mccabe slye ted sutherland jordana spiro gillian jacobs kiana madeira benjamin flores jr ashley zukerman olivia scott welch chiara aurelia jordyn dinatale july min min horror movie cursed town shadyside killer murder spree terrorize camp nightwe turn summer fun gruesome fight survival
s481,Movie,Finding Hubby,Femi D. Ogunsanwo,"Ade Laoye, Munachi Abii, Kehinde Bankole, Charles Etubiebi, Paul Utomi, Efa Iwara, Tina Mba, Tope Tedela, Demi Banwo, Teniola Aladese, Delroy Norman, Omowunmi Dada",,"July 9, 2021",2020,TV-14,105 min,"Comedies, Dramas, International Movies","Oyin and her two close friends are on the hunt for husbands, but find that they must grapple with their own expectations as they look for love.","Movie. Finding Hubby. Femi D. Ogunsanwo. Ade Laoye, Munachi Abii, Kehinde Bankole, Charles Etubiebi, Paul Utomi, Efa Iwara, Tina Mba, Tope Tedela, Demi Banwo, Teniola Aladese, Delroy Norman, Omowunmi Dada. nan. July 9, 2021. 105 min. 105 min. Comedies, Dramas, International Movies. Oyin and her two close friends are on the hunt for husbands, but find that they must grapple with their own expectations as they look for love.",movie find hubby femi ogunsanwo ade laoye munachi abii kehinde bankole charles etubiebi paul utomi efa iwara tina mba tope tedela demi banwo teniola aladese delroy norman omowunmi dada july min min comedy drama international movie oyin two close friend hunt husband find must grapple expectation look love
s482,Movie,How I Became a Superhero,Douglas Attal,"Pio Marmaï, Vimala Pons, Benoît Poelvoorde, Leïla Bekhti, Swann Arlaud, Gilles Cohen, Léonie Souchaud, Camille Japy, Louis Peres, Théo Christine",,"July 9, 2021",2021,TV-MA,101 min,"Action & Adventure, Dramas, International Movies","In a world where humans and superheroes coexist, a lone wolf cop teams up with a bright detective to dismantle a dark plot to extract superpowers.","Movie. How I Became a Superhero. Douglas Attal. Pio Marmaï, Vimala Pons, Benoît Poelvoorde, Leïla Bekhti, Swann Arlaud, Gilles Cohen, Léonie Souchaud, Camille Japy, Louis Peres, Théo Christine. nan. July 9, 2021. 101 min. 101 min. Action & Adventure, Dramas, International Movies. In a world where humans and superheroes coexist, a lone wolf cop teams up with a bright detective to dismantle a dark plot to extract superpowers.",movie I become superhero douglas attal pio marmai vimala pons benoit poelvoorde leila bekhti swann arlaud gilles cohen leonie souchaud camille japy louis peres theo christine july min min action adventure drama international movie world human superhero coexist lone wolf cop team bright detective dismantle dark plot extract superpower
s483,TV Show,How to Become a Tyrant,,Peter Dinklage,,"July 9, 2021",2021,TV-MA,1 Season,Docuseries,"Ruling with an iron fist requires an aspiring dictator to know the playbook for absolute power, as history's despots prove in this sardonic docuseries.","TV Show. How to Become a Tyrant. nan. Peter Dinklage. nan. July 9, 2021. 1 Season. 1 Season. Docuseries. Ruling with an iron fist requires an aspiring dictator to know the playbook for absolute power, as history's despots prove in this sardonic docuseries.",tv show become tyrant peter dinklage july season season docuserie rule iron fist require aspire dictator know playbook absolute power history despot prove sardonic docuserie
s484,Movie,Last Summer,,"Fatih Şahin, Ece Çeşmioğlu, Halit Özgür Sarı, Aslıhan Malbora, Eray Ertüren, Eren Ören, Ozan Kaya Oktu, Talha Öztürk, Merve Nur Bengi, Sümeyye Aydoğan",,"July 9, 2021",2021,TV-MA,102 min,"Dramas, International Movies, Romantic Movies","During summer vacation in a beachside town, 16-year-old Deniz seeks the affection of his childhood crush and navigates a love triangle.","Movie. Last Summer. nan. Fatih Şahin, Ece Çeşmioğlu, Halit Özgür Sarı, Aslıhan Malbora, Eray Ertüren, Eren Ören, Ozan Kaya Oktu, Talha Öztürk, Merve Nur Bengi, Sümeyye Aydoğan. nan. July 9, 2021. 102 min. 102 min. Dramas, International Movies, Romantic Movies. During summer vacation in a beachside town, 16-year-old Deniz seeks the affection of his childhood crush and navigates a love triangle.",movie last summer fatih sahin ece cesmioglu halit ozgur sar aslhan malbora eray erturen eren oren ozan kaya oktu talha ozturk merve nur bengi sumeyye aydogan july min min dramas international movie romantic movie summer vacation beachside town year old deniz seek affection childhood crush navigate love triangle
s485,Movie,Lee Su-geun: The Sense Coach,Kim Joo-hyung,Lee Su-geun,,"July 9, 2021",2021,TV-G,46 min,Stand-Up Comedy,"Lee Su-geun's rise to Korean comedy stardom went hand in hand with his mastery over picking up social cues. Now, he's ready to share his know-hows.","Movie. Lee Su-geun: The Sense Coach. Kim Joo-hyung. Lee Su-geun. nan. July 9, 2021. 46 min. 46 min. Stand-Up Comedy. Lee Su-geun's rise to Korean comedy stardom went hand in hand with his mastery over picking up social cues. Now, he's ready to share his know-hows.",movie lee su geun sense coach kim joo hyung lee su geun july min min stand comedy lee su geun rise korean comedy stardom go hand hand mastery pick social cue ready share know
s486,Movie,Lethal Love,Avi Federgreen,"David Pinard, Joelle Farrow, Torri Higginson, Tommie-Amber Pirie",,"July 9, 2021",2021,TV-14,89 min,Thrillers,"After a business owner starts receiving online threats, doubts and paranoia creep in when she reconnects with a former flame and meets a new client.","Movie. Lethal Love. Avi Federgreen. David Pinard, Joelle Farrow, Torri Higginson, Tommie-Amber Pirie. nan. July 9, 2021. 89 min. 89 min. Thrillers. After a business owner starts receiving online threats, doubts and paranoia creep in when she reconnects with a former flame and meets a new client.",movie lethal love avi federgreen david pinard joelle farrow torri higginson tommie amber pirie july min min thriller business owner start receive online threat doubt paranoia creep reconnect former flame meet new client
s487,Movie,Ratchet and Clank,"Jericca Cleland, Kevin Munroe","Paul Giamatti, John Goodman, Bella Thorne, Rosario Dawson, Jim Ward, Armin Shimerman, Vincent Tong, Andrew Cownden, James Arnold Taylor, David Kaye, Sylvester Stallone","Hong Kong, Canada, United States","July 9, 2021",2016,PG,94 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",Affable alien Ratchet longs to be a Galactic Ranger and might get the chance when rogue robot Clank tells him of evil Drek's plot to destroy a galaxy.,"Movie. Ratchet and Clank. Jericca Cleland, Kevin Munroe. Paul Giamatti, John Goodman, Bella Thorne, Rosario Dawson, Jim Ward, Armin Shimerman, Vincent Tong, Andrew Cownden, James Arnold Taylor, David Kaye, Sylvester Stallone. Hong Kong, Canada, United States. July 9, 2021. 94 min. 94 min. Children & Family Movies, Comedies, Sci-Fi & Fantasy. Affable alien Ratchet longs to be a Galactic Ranger and might get the chance when rogue robot Clank tells him of evil Drek's plot to destroy a galaxy.",movie ratchet clank jericca cleland kevin munroe paul giamatti john goodman bella thorne rosario dawson jim ward armin shimerman vincent tong andrew cownden james arnold taylor david kaye sylvester stallone hong kong canada united states july min min children family movie comedy sci fi fantasy affable alien ratchet long galactic ranger might get chance rogue robot clank tell evil drek plot destroy galaxy
s488,TV Show,The Cook of Castamar,,"Michelle Jenner, Roberto Enríquez, Hugo Silva, Maxi Iglesias, María Hervás, Agnès Llobet, Paula Usero, Jean Cruz, Óscar Rabadán, Fiorella Faltoyano, Nancho Novo, Silvia Abascal, Mónica López",,"July 9, 2021",2021,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","In 1720 Madrid, a talented cook catches the eye of a widowed duke just as he returns to aristocratic society. Based on the novel by Fernando J. Múñez.","TV Show. The Cook of Castamar. nan. Michelle Jenner, Roberto Enríquez, Hugo Silva, Maxi Iglesias, María Hervás, Agnès Llobet, Paula Usero, Jean Cruz, Óscar Rabadán, Fiorella Faltoyano, Nancho Novo, Silvia Abascal, Mónica López. nan. July 9, 2021. 1 Season. 1 Season. International TV Shows, Romantic TV Shows, Spanish-Language TV Shows. In 1720 Madrid, a talented cook catches the eye of a widowed duke just as he returns to aristocratic society. Based on the novel by Fernando J. Múñez.",tv show cook castamar michelle jenner roberto enriquez hugo silva maxi iglesias maria hervas agnes llobet paula usero jean cruz oscar rabadan fiorella faltoyano nancho novo silvia abascal monica lopez july season season international tv show romantic tv show spanish language tv show madrid talented cook catch eye widow duke return aristocratic society base novel fernando j munez
s489,TV Show,Virgin River,,"Alexandra Breckenridge, Martin Henderson, Tim Matheson, Annette O'Toole, Colin Lawrence, Jenny Cooper, Lauren Hammersley",United States,"July 9, 2021",2021,TV-14,3 Seasons,"Romantic TV Shows, TV Dramas","Searching for a fresh start, a nurse practitioner moves from LA to a remote northern California town and is surprised by what – and who – she finds.","TV Show. Virgin River. nan. Alexandra Breckenridge, Martin Henderson, Tim Matheson, Annette O'Toole, Colin Lawrence, Jenny Cooper, Lauren Hammersley. United States. July 9, 2021. 3 Seasons. 3 Seasons. Romantic TV Shows, TV Dramas. Searching for a fresh start, a nurse practitioner moves from LA to a remote northern California town and is surprised by what – and who – she finds.",tv show virgin river alexandra breckenridge martin henderson tim matheson annette otoole colin lawrence jenny cooper lauren hammersley united states july season season romantic tv show tv drama search fresh start nurse practitioner move la remote northern california town surprise find
s490,Movie,Back to Q82,Ahmed Siddiqui,"Jassim Al Nabhan, Abdel Imam Abdullah, Abdulaziz El Nassar, Khalid Muthafar, Amal Anbari, Ali Al-Hamdaan, El Hussein Abd, Nawaf Al Shemmeri, Bashar Abd Alah, Naser Albouloshy","Kuwait, United States","July 8, 2021",2017,TV-14,104 min,"Comedies, International Movies","Eager to rejoin her divorced parents, an inventor's daughter drives his time-traveling car back to 1982. But a secret crush accidentally follows.","Movie. Back to Q82. Ahmed Siddiqui. Jassim Al Nabhan, Abdel Imam Abdullah, Abdulaziz El Nassar, Khalid Muthafar, Amal Anbari, Ali Al-Hamdaan, El Hussein Abd, Nawaf Al Shemmeri, Bashar Abd Alah, Naser Albouloshy. Kuwait, United States. July 8, 2021. 104 min. 104 min. Comedies, International Movies. Eager to rejoin her divorced parents, an inventor's daughter drives his time-traveling car back to 1982. But a secret crush accidentally follows.",movie back q ahmed siddiqui jassim al nabhan abdel imam abdullah abdulaziz el nassar khalid muthafar amal anbari ali al hamdaan el hussein abd nawaf al shemmeri bashar abd alah naser albouloshy kuwait united states july min min comedy international movie eager rejoin divorced parent inventor daughter drive time travel car back secret crush accidentally follow
s491,TV Show,Elize Matsunaga: Once Upon a Crime,,,,"July 8, 2021",2021,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows","The crime shocked Brazil: Elize Matsunaga shot and dismembered her rich husband. Featuring her first interview, this docuseries dives deep into the case.","TV Show. Elize Matsunaga: Once Upon a Crime. nan. nan. nan. July 8, 2021. 1 Season. 1 Season. Crime TV Shows, Docuseries, International TV Shows. The crime shocked Brazil: Elize Matsunaga shot and dismembered her rich husband. Featuring her first interview, this docuseries dives deep into the case.",tv show elize matsunaga upon crime july season season crime tv show docuserie international tv show crime shock brazil elize matsunaga shoot dismember rich husband feature first interview docuserie dive deep case
s492,Movie,Home Again,Hallie Meyers-Shyer,"Reese Witherspoon, Michael Sheen, Candice Bergen, Nat Wolff, Jon Rudnitsky, Pico Alexander, Lake Bell, Reid Scott, Dolly Wells, Lola Flanery, Eden Grace Redfield, P.J. Byrne",United States,"July 8, 2021",2017,PG-13,97 min,"Comedies, Dramas, Romantic Movies","A newly single mom takes in three young male filmmakers as boarders, but her estranged husband returns to complicate her new, unconventional life.","Movie. Home Again. Hallie Meyers-Shyer. Reese Witherspoon, Michael Sheen, Candice Bergen, Nat Wolff, Jon Rudnitsky, Pico Alexander, Lake Bell, Reid Scott, Dolly Wells, Lola Flanery, Eden Grace Redfield, P.J. Byrne. United States. July 8, 2021. 97 min. 97 min. Comedies, Dramas, Romantic Movies. A newly single mom takes in three young male filmmakers as boarders, but her estranged husband returns to complicate her new, unconventional life.",movie home hallie meyers shyer reese witherspoon michael sheen candice bergen nat wolff jon rudnitsky pico alexander lake bell reid scott dolly wells lola flanery eden grace redfield p j byrne united states july min min comedy drama romantic movie newly single mom take three young male filmmaker boarder estranged husband return complicate new unconventional life
s493,Movie,Midnight Sun,Scott Speer,"Bella Thorne, Patrick Schwarzenegger, Rob Riggle, Quinn Shephard, Suleka Mathew, Tiera Skovbye, Ken Tremblett, Norm Misura, Austin Obiajunwa, Nicholas Coombe",United States,"July 8, 2021",2018,PG-13,91 min,"Dramas, Romantic Movies","Born with a fatal sensitivity to sunlight, a sheltered teen girl falls for her neighbor, but hides her condition from him as their romance blossoms.","Movie. Midnight Sun. Scott Speer. Bella Thorne, Patrick Schwarzenegger, Rob Riggle, Quinn Shephard, Suleka Mathew, Tiera Skovbye, Ken Tremblett, Norm Misura, Austin Obiajunwa, Nicholas Coombe. United States. July 8, 2021. 91 min. 91 min. Dramas, Romantic Movies. Born with a fatal sensitivity to sunlight, a sheltered teen girl falls for her neighbor, but hides her condition from him as their romance blossoms.",movie midnight sun scott speer bella thorne patrick schwarzenegger rob riggle quinn shephard suleka mathew tiera skovbye ken tremblett norm misura austin obiajunwa nicholas coombe united states july min min drama romantic movie bear fatal sensitivity sunlight sheltered teen girl fall neighbor hide condition romance blossom
s494,TV Show,RESIDENT EVIL: Infinite Darkness,,"Nick Apostolides, Stephanie Panisello, Ray Chase, Jona Xiao, Billy Kametz, Joe J. Thomas, Doug Stone, Brad Venable, Toshiyuki Morikawa, Yuhko Kaida, Fumihiko Tachiki, Megumi Han, Kenji Nojima, Kazuhiko Inoue, Aruno Tahara, Mitsuru Ogata","United States, Japan","July 8, 2021",2021,TV-MA,1 Season,"Anime Series, TV Horror, TV Thrillers","Years after the horrors of Raccoon City, Leon and Claire find themselves consumed by a dark conspiracy when a viral attack ravages the White House.","TV Show. RESIDENT EVIL: Infinite Darkness. nan. Nick Apostolides, Stephanie Panisello, Ray Chase, Jona Xiao, Billy Kametz, Joe J. Thomas, Doug Stone, Brad Venable, Toshiyuki Morikawa, Yuhko Kaida, Fumihiko Tachiki, Megumi Han, Kenji Nojima, Kazuhiko Inoue, Aruno Tahara, Mitsuru Ogata. United States, Japan. July 8, 2021. 1 Season. 1 Season. Anime Series, TV Horror, TV Thrillers. Years after the horrors of Raccoon City, Leon and Claire find themselves consumed by a dark conspiracy when a viral attack ravages the White House.",tv show resident evil infinite darkness nick apostolides stephanie panisello ray chase jona xiao billy kametz joe j thomas doug stone brad venable toshiyuki morikawa yuhko kaida fumihiko tachiki megumi han kenji nojima kazuhiko inoue aruno tahara mitsuru ogata united states japan july season season anime series tv horror tv thriller year horror raccoon city leon claire find consume dark conspiracy viral attack ravage white house
s495,Movie,Rock the Kasbah,Barry Levinson,"Bill Murray, Kate Hudson, Zooey Deschanel, Danny McBride, Scott Caan, Leem Lubany, Bruce Willis, Arian Moayed, Taylor Kinney, Glenn Fleshler",United States,"July 8, 2021",2015,R,106 min,"Comedies, Music & Musicals","When a has-been music producer gets stuck in Afghanistan he discovers a girl with a wonderful voice, then has to find a way to market her talents.","Movie. Rock the Kasbah. Barry Levinson. Bill Murray, Kate Hudson, Zooey Deschanel, Danny McBride, Scott Caan, Leem Lubany, Bruce Willis, Arian Moayed, Taylor Kinney, Glenn Fleshler. United States. July 8, 2021. 106 min. 106 min. Comedies, Music & Musicals. When a has-been music producer gets stuck in Afghanistan he discovers a girl with a wonderful voice, then has to find a way to market her talents.",movie rock kasbah barry levinson bill murray kate hudson zooey deschanel danny mcbride scott caan leem lubany bruce willis arian moaye taylor kinney glenn fleshler united states july min min comedy music musical ha music producer gets stick afghanistan discover girl wonderful voice find way market talent
s496,Movie,Awon Boyz,Tolulope Itegboje,,,"July 7, 2021",2019,TV-MA,38 min,"Documentaries, International Movies",This documentary takes a close look at the lives and passions of the men and boys who hustle or run with a gang on the streets of Lagos.,"Movie. Awon Boyz. Tolulope Itegboje. nan. nan. July 7, 2021. 38 min. 38 min. Documentaries, International Movies. This documentary takes a close look at the lives and passions of the men and boys who hustle or run with a gang on the streets of Lagos.",movie awon boyz tolulope itegboje july min min documentary international movie documentary take close look life passion man boy hustle run gang street lago
s497,Movie,Brick Mansions,Camille Delamarre,"Paul Walker, David Belle, RZA, Gouchy Boy, Catalina Denis, Ayisha Issa, Carlo Rota, Andreas Apergis, Richard Zeman, Robert Maillet","France, Canada, United States, Spain","July 7, 2021",2014,PG-13,90 min,"Action & Adventure, International Movies",An undercover police detective partners with an ex-convict to take down a drug kingpin amid grime and crime in a walled-off Detroit housing project.,"Movie. Brick Mansions. Camille Delamarre. Paul Walker, David Belle, RZA, Gouchy Boy, Catalina Denis, Ayisha Issa, Carlo Rota, Andreas Apergis, Richard Zeman, Robert Maillet. France, Canada, United States, Spain. July 7, 2021. 90 min. 90 min. Action & Adventure, International Movies. An undercover police detective partners with an ex-convict to take down a drug kingpin amid grime and crime in a walled-off Detroit housing project.",movie brick mansion camille delamarre paul walker david belle rza gouchy boy catalina deni ayisha issa carlo rota andreas apergis richard zeman robert maillet france canada united states spain july min min action adventure international movie undercover police detective partner ex convict take drug kingpin amid grime crime wall detroit housing project
s498,TV Show,Cat People,,,,"July 7, 2021",2021,TV-14,1 Season,Docuseries,"Cat people come in all shapes and sizes, but they share a love for their enchanting, unique feline friends. This docuseries reveals their tales.","TV Show. Cat People. nan. nan. nan. July 7, 2021. 1 Season. 1 Season. Docuseries. Cat people come in all shapes and sizes, but they share a love for their enchanting, unique feline friends. This docuseries reveals their tales.",tv show cat people july season season docuserie cat people come shape size share love enchanting unique feline friend docuserie reveal tale
s499,Movie,Clash,Pascal Atuma,"Omoni Oboli, Brian Hooks, Stephanie Linus, Merlisa Determined, Pascal Atuma, Derel Isaac, Naima Sundiata, Chealse Howell, Dashawn Francis, Percy Anane-Dwumfour",,"July 7, 2021",2020,TV-MA,87 min,"Dramas, International Movies","When the patriarch of an emigrant Nigerian family visits their female-led Canadian home, traditional values collide with newer ones.","Movie. Clash. Pascal Atuma. Omoni Oboli, Brian Hooks, Stephanie Linus, Merlisa Determined, Pascal Atuma, Derel Isaac, Naima Sundiata, Chealse Howell, Dashawn Francis, Percy Anane-Dwumfour. nan. July 7, 2021. 87 min. 87 min. Dramas, International Movies. When the patriarch of an emigrant Nigerian family visits their female-led Canadian home, traditional values collide with newer ones.",movie clash pascal atuma omoni oboli brian hook stephanie linus merlisa determine pascal atuma derel isaac naima sundiata chealse howell dashawn francis percy anane dwumfour july min min dramas international movie patriarch emigrant nigerian family visit female lead canadian home traditional value collide new one
s500,TV Show,Dogs,,,United States,"July 7, 2021",2021,TV-PG,2 Seasons,Docuseries,"These six intimate stories explore the abiding emotional bonds that form between dogs and their caregivers, no matter the circumstances.","TV Show. Dogs. nan. nan. United States. July 7, 2021. 2 Seasons. 2 Seasons. Docuseries. These six intimate stories explore the abiding emotional bonds that form between dogs and their caregivers, no matter the circumstances.",tv show dog united states july season season docuserie six intimate story explore abide emotional bond form dog caregiver no matter circumstance
s501,Movie,Major Grom: Plague Doctor,Oleg Trofim,"Tikhon Zhiznevskiy, Lyubov Aksyonova, Alexei Maklakov, Aleksandr Seteykin, Sergei Goroshko, Dmitriy Chebotarev, Mikhail Evlanov, Oleg Chugunov, Vitali Khayev, Anton Bogdanov, Nikita Kologrivy, Yuriy Nasonov",,"July 7, 2021",2021,TV-MA,138 min,"Action & Adventure, International Movies","When a masked vigilante’s killing spree throws a city into chaos, a renegade detective and his rookie partner are the only ones who can stop it.","Movie. Major Grom: Plague Doctor. Oleg Trofim. Tikhon Zhiznevskiy, Lyubov Aksyonova, Alexei Maklakov, Aleksandr Seteykin, Sergei Goroshko, Dmitriy Chebotarev, Mikhail Evlanov, Oleg Chugunov, Vitali Khayev, Anton Bogdanov, Nikita Kologrivy, Yuriy Nasonov. nan. July 7, 2021. 138 min. 138 min. Action & Adventure, International Movies. When a masked vigilante’s killing spree throws a city into chaos, a renegade detective and his rookie partner are the only ones who can stop it.",movie major grom plague doctor oleg trofim tikhon zhiznevskiy lyubov aksyonova alexei maklakov aleksandr seteykin sergei goroshko dmitriy chebotarev mikhail evlanov oleg chugunov vitali khayev anton bogdanov nikita kologrivy yuriy nasonov july min min action adventure international movie mask vigilante kill spree throw city chaos renegade detective rookie partner one stop
